FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
331,589196.267477,5849.39953577,319,0,0,5849.39935924,589196.239709,13.526138579
332,10118633.4245,36631.42201,118,1238,310,36631.4215759,10118633.4396,232.292789583
333,725970.959319,5949.26437856,72,816,310,5949.26416101,725970.966517,16.6660668138
334,31466.013744,2924.38281477,584,1294,310,2924.38287564,31466.0149963,0.722363196988
335,176403.673005,2942.47591033,6068,961,310,2942.47590385,176403.658786,4.04968696975
336,25592,763.130498887,279,4863,310,763.130509078,25592.0089268,0.587514033406
337,17547,824.420987341,320,4885,310,824.420949323,17546.9886664,0.402825042574
338,138840.728831,4123.7084235,4188,287,310,4123.70851378,138840.743266,3.18735763616
339,918642.673007,5908.93211657,119,0,0,5908.93236545,918642.658639,21.0892179344
340,23029.198328,721.250299975,321,5765,0,721.250268364,23029.1946364,0.528679677535
341,46378.2695405,888.212117641,6069,1001,310,888.212075424,46378.2640391,1.06470269864
342,47259.7232046,1442.0763348,585,0,0,1442.0764617,47259.7264787,1.08493837278
343,14085.5,1117.98130634,280,4891,310,1117.98142233,14085.4931165,0.323359721272
344,899490.527165,6630.89864041,73,1526,310,6630.89861017,899490.520226,20.6495435767
345,730597.685185,5330.28434101,322,779,310,5330.28430384,730597.693786,16.7722822816
346,63685.0292956,1318.83438295,120,928,310,1318.83433833,63685.0160686,1.46201264484
347,50338.44,1303.36298272,6070,84,310,1303.36286498,50338.4347793,1.15561607286
348,211963.421807,2504.25001331,586,2302,310,2504.24983119,211963.414291,4.86602989318
349,45139.156087,1233.41078993,121,0,0,1233.4109401,45139.1581626,1.03625662809
350,154552.836872,2542.14846871,323,1101,310,2542.14845094,154552.833193,3.54805903136
351,73281.624841,1493.04267653,281,768,310,1493.04261886,73281.6178294,1.68232118817
352,577800.827078,4706.90299994,6071,1049,310,4706.90292904,577800.841243,13.2645351803
353,38758.647979,839.733729851,4189,875,310,839.733650304,38758.6423162,0.889779553517
354,677828.023452,6008.06994559,587,2014,310,6008.06977775,677828.015402,15.5608523123
355,402858.566796,4361.64726016,122,821,310,4361.64731201,402858.571814,9.24839722803
356,783421.424552,3597.94167332,324,646,310,3597.94175529,783421.495499,17.9849547565
357,696757.232517,4320.24111314,282,2095,310,4320.24104966,696757.220261,15.9954087993
358,29803.1436666,893.896326006,4190,2394,310,893.89632034,29803.1434055,0.684188765345
359,52920.7906885,1351.3737244,6072,0,0,1351.37370941,52920.7791289,1.21489877899
360,39573.833082,808.849411934,4191,584,310,808.849527049,39573.8436503,0.908494075898
361,58884.854375,922.107633077,6073,528,310,922.107654966,58884.8544536,1.35181565642
362,15046.46,488.475728149,325,4081,310,488.475859192,15046.463737,0.34542065939
363,17441.3054365,572.49988302,123,5748,0,572.499984169,17441.3056611,0.400398884906
364,7191.7048335,388.735164036,588,4089,310,388.735203955,7191.70372687,0.165099460371
365,82170.9364375,1499.20187336,6074,1183,310,1499.2017648,82170.9343744,1.88639263221
366,6633.46976974,508.851745285,124,0,0,508.851851005,6633.46418123,0.152283992543
367,1365941.52827,8555.48019282,326,1105,310,8555.48027273,1365941.55991,31.3578288268
368,105068.88,2189.33801794,4192,816,310,2189.33801379,105068.878781,2.41205920703
369,7050797.45479,38536.4382837,589,2303,310,38536.4386047,7050797.43401,161.864684051
370,160048.611445,1733.83497123,327,1208,310,1733.83501354,160048.602661,3.67422504264
371,3274161.1277,16883.7803674,6075,1191,310,16883.7807043,3274161.15691,75.1646982001
372,689797.9826,5771.07837345,4193,778,310,5771.07826614,689797.970003,15.8356457577
373,225442.596217,2754.23146178,125,929,310,2754.23151761,225442.614874,5.1754709974
374,31851.947674,1061.8254226,6076,2310,310,1061.82538393,31851.9477876,0.731223030205
375,2342919.81337,12753.0872686,328,780,310,12753.0872782,2342919.84959,53.7862539324
376,49227.4987555,1069.24549943,4194,158,310,1069.24550924,49227.5049179,1.1301125305
377,4194.880716,419.964521775,590,750,310,419.964491013,4194.88288126,0.0963016451067
378,657927.505712,4146.31633377,126,2064,310,4146.31645818,657927.53089,15.1039982233
379,1736590.18369,9453.48266208,74,1085,310,9453.48290999,1736590.23,39.8667855
380,1339455.54159,8178.71141371,4195,2146,310,8178.71140312,1339455.53136,30.7497908447
381,59441.6159724,1026.95797425,127,4187,310,1026.95801931,59441.6165648,1.36459720689
382,157797.321553,1593.46664646,329,1040,310,1593.46663613,157797.323405,3.62254257567
383,56028.4082775,2883.97533044,283,635,310,2883.97534372,56028.4039745,1.28624031425
384,608969.761691,3915.52085349,591,1339,310,3915.52080957,608969.754785,13.9800778391
385,48305.751986,1311.6636928,6077,878,310,1311.6637919,48305.7556197,1.10895199365
386,31676.341724,1127.25839977,4196,182,310,1127.25834892,31676.3348337,0.727191495394
387,18115.9612835,1059.62545759,128,1084,310,1059.62551813,18115.9547044,0.415886757769
388,4541915.35933,29079.8002621,75,795,310,29079.7996393,4541915.31426,104.268445408
389,203799.550398,3263.97330195,6078,831,310,3263.97343767,203799.546212,4.67861252095
390,27630.533105,761.167068929,330,1054,310,761.167172732,27630.5335316,0.634312306107
391,16630557.1346,48661.7934483,592,1328,310,48661.7939379,16630557.1987,381.786586804
392,1491089.24318,16337.0308432,4197,210,310,16337.0309191,1491089.24126,34.2308357583
393,765068.357326,4907.48479372,129,2061,310,4907.48470172,765068.32266,17.5636221979
394,210706.59132,2222.17811691,284,2046,310,2222.17795289,210706.567316,4.83717654143
395,801269.067122,5942.41924518,6079,1269,310,5942.41911942,801269.056014,18.3946800069
396,765400.574559,5015.89396054,331,1115,310,5015.89384358,765400.555877,17.5712492536
397,27766.3651,777.913213497,4198,316,310,777.913181881,27766.363855,0.637430553737
398,11193084.6273,25656.9550319,593,4171,310,25656.9552482,11193084.648,256.958893951
399,346323.535818,3066.24434314,76,2012,310,3066.24427685,346323.547945,7.95052647483
400,57859.62948,1225.42339451,130,822,310,1225.42326127,57859.6164548,1.32827933641
401,19986.1288355,746.454941677,4199,274,310,746.454962434,19986.1276044,0.458820191669
402,8649.46169801,340.450720296,332,5766,0,340.450694902,8649.46147648,0.19856510731
403,13771.480977,1138.62373005,594,4165,310,1138.62376023,13771.4801865,0.316150947489
404,3101152.26069,14884.3520783,6080,5235,310,14884.3520043,3101152.26284,71.1929446164
405,53704.8636,1521.31192867,4200,821,310,1521.31193153,53704.8572467,1.23289880778
406,62439.462088,1338.10345464,131,850,310,1338.10341966,62439.449501,1.43341825665
407,13478.9144505,594.502552846,285,4855,310,594.50264948,13478.9208067,0.309434681418
408,973322.076046,7952.78336706,333,0,0,7952.78289787,973322.039353,22.344488812
409,10038046.5337,59764.5001265,4201,0,0,59764.5008724,10038046.5138,230.442760931
410,29842.389387,900.360693216,595,2779,310,900.360700581,29842.399408,0.685089962763
411,107923.382914,2104.83955607,6081,2260,310,2104.83955768,107923.379495,2.47758978856
412,73576.368539,1151.54443111,4202,861,310,1151.54441241,73576.3681078,1.68908775055
413,56626.106533,944.422971747,132,2016,310,944.422969714,56626.1041206,1.29996167644
414,40103.92,984.82814649,6082,97,310,984.828256688,40103.9243014,0.920663101874
415,8240.07958449,402.601126911,596,1292,310,402.601006697,8240.07625736,0.189166878278
416,27670.591371,1917.22452379,334,4164,310,1917.2245935,27670.5923013,0.635231932599
417,150478.819928,3217.56406423,4203,104,310,3217.56399442,150478.805161,3.45453184292
418,671740.782249,8742.3315882,133,1520,310,8742.33162619,671740.809899,15.4211087436
419,5870514.5308,38406.7365422,6083,1203,310,38406.7366796,5870514.49382,134.769007712
420,65880.1298304,2883.78257788,597,2797,310,2883.78263474,65880.1320258,1.51240577473
421,21324.6039405,692.883503775,335,0,0,692.883513217,21324.5999783,0.489547412235
422,61353.1713379,2013.96933086,598,1293,310,2013.96922834,61353.1512587,1.40848018072
423,17696.70056,593.825803499,4204,186,310,593.825681707,17696.6933004,0.406261801823
424,951700.63764,7130.65318267,134,1107,310,7130.65334132,951700.679047,21.8481286929
425,604.364185024,202.383984405,6084,1225,310,202.384085464,604.364625481,0.0138743581944
426,150769.609435,1831.34591603,336,4180,310,1831.34585948,150769.604895,3.46120771293
427,119902.482733,1493.5011992,4205,143,310,1493.50124432,119902.490306,2.75259343244
428,590398.478175,3332.99821782,599,1010,310,3332.99822299,590398.465862,13.5537380042
429,512313.94915,3891.0117016,6085,704,310,3891.01167449,512313.946909,11.7611569369
430,9265923.20595,53846.6312797,337,4475,310,53846.631426,9265923.20071,212.71717779
431,98492.8460609,1746.62151357,4206,235,310,1746.62154236,98492.8491754,2.26109373618
432,3392478.5784,13397.6490716,135,1109,310,13397.6492449,3392478.55382,77.8809027497
433,8840.37536901,424.281446151,600,740,310,424.28146395,8840.37700639,0.202947942332
434,435342.707469,3975.41718401,4207,1508,310,3975.41718896,435342.699954,9.99413318021
435,2329299.395,16249.4333149,8478,247,310,16249.4336417,2329299.40244,53.4735702403
436,37515.9447765,1011.67358166,601,759,310,1011.67355427,37515.9493586,0.861251134592
437,331432.091725,2905.58740122,136,817,310,2905.58746576,331432.096421,7.60866442042
438,39170.0352915,804.541455908,338,1027,310,804.541442009,39170.0333366,0.899223829596
439,114203.418769,2688.01915784,77,2007,310,2688.01921974,114203.419205,2.62176023922
440,54555.2993775,1311.16946118,286,5760,0,1311.16938996,54555.2903818,1.25242214425
441,2874474.78842,13575.3831749,4208,311,310,13575.3829156,2874474.81254,65.9891255848
442,41139,876.262130265,8479,2047,310,876.262174777,41138.9965912,0.944425187045
443,126469.99245,1686.88194924,339,0,0,1686.88197539,126469.982963,2.90336292112
444,1573244.59668,6230.23695823,137,0,0,6230.23692181,1573244.57792,36.116870315
445,165063.12975,3352.8517703,8480,964,310,3352.85166846,165063.159607,3.78934389029
446,67010.686812,1304.49877126,287,0,0,1304.49881638,67010.6926042,1.53835997814
447,44722.547227,1023.49088502,4209,1454,310,1023.49084045,44722.553234,1.02669265667
448,322557.376262,3315.49896836,78,851,310,3315.49900615,322557.355142,7.40492757977
449,1231572.07629,6329.39915756,340,1102,310,6329.39912355,1231572.06266,28.2731172857
450,133763.645414,3090.69193442,4210,122,310,3090.69203783,133763.646536,3.07080306686
451,26182.6208,751.235281869,288,4195,310,751.235346485,26182.6230746,0.601072722805
452,1125876.36906,9751.98024799,8481,1427,310,9751.98034678,1125876.37231,25.8466684075
453,78003.459859,1145.88943771,79,819,310,1145.88943674,78003.4576335,1.79072014803
454,37984.420664,768.073108283,138,0,0,768.073158783,37984.4302426,0.872006018842
455,277798.17175,2248.41634637,341,4095,310,2248.41638459,277798.160095,6.37739373946
456,786273.754125,8778.13457021,4211,822,310,8778.13452341,786273.749718,18.0504337654
457,7901.6171265,411.090123088,289,0,0,411.09008142,7901.61646303,0.181396879467
458,11561.6685585,595.907322411,8482,2276,310,595.907386167,11561.6751871,0.265420602249
459,11316699.07,34280.1860321,80,0,0,34280.1860618,11316699.016,259.79670071
460,16873.0079375,526.89888297,139,0,0,526.899000484,16873.0133671,0.387352636807
461,56818.614059,2304.07082564,4212,224,310,2304.07078858,56818.6007752,1.30438080924
462,7572.67735199,331.339427283,342,4457,310,331.339395805,7572.67875395,0.17384547853
463,288825.115474,2253.62717932,290,2287,310,2253.62730657,288825.137335,6.63053931677
464,399856.043005,4963.43544541,8483,2669,310,4963.43538523,399856.057336,9.17946870443
465,1816114.08516,17861.2349645,140,824,310,17861.2348323,1816114.10866,41.6924098517
466,168839.040775,1898.6391492,4213,318,310,1898.63921479,168839.025581,3.87602619236
467,56799.076522,1077.9529188,343,4092,310,1077.95284139,56799.0695605,1.30393243245
468,11390979.2571,29040.8607746,291,0,0,29040.8608765,11390979.2893,261.501947965
469,46427.661248,2034.23156797,81,625,310,2034.23159228,46427.6750431,1.06583702375
470,50474.96875,1648.08775149,8484,228,310,1648.08775612,50474.9782357,1.15875069183
471,357896.294158,3112.55851997,82,934,310,3112.55840195,357896.290519,8.21620115033
472,33287.378439,797.10026364,344,1131,310,797.100159513,33287.3739527,0.764176012457
473,1938.0486615,361.630130605,292,0,0,361.630155054,1938.04816224,0.0444916417459
474,424435.494807,3969.40513507,141,842,310,3969.40538738,424435.501328,9.7437373525
475,841684.100396,7664.10968924,293,4858,310,7664.10962862,841684.126891,19.3224860798
476,4550.087948,263.401624987,345,0,0,263.401626784,4550.08908605,0.104456090139
477,1225930.20069,6356.85150804,83,818,310,6356.85128499,1225930.20722,28.1435975885
478,61476.8450485,1819.8572325,346,2635,310,1819.85711446,61476.8382947,1.41131965571
479,151050.427912,1832.53938934,84,2010,310,1832.5394476,151050.441504,3.46765486013
480,2566845.94327,9926.43056163,294,4381,310,9926.43050677,2566845.97065,58.9269108831
481,41880.56,1231.00117725,142,4190,310,1231.00117643,41880.5646624,0.961449315545
482,106438.720511,1519.46006962,85,0,0,1519.46012152,106438.706436,2.44350624867
483,723312.29041,3279.09288175,347,4182,310,3279.09288792,723312.300066,16.6050319863
484,26694.94,2218.17590421,6034,96,310,2218.17578707,26694.9473713,0.612834117341
485,681677.90759,4285.47793396,295,0,0,4285.47785285,681677.915886,15.6492342196
486,43005.9352306,2248.0978562,8485,667,310,2248.09781842,43005.9230633,0.987284092918
487,94915.0370294,1781.86322338,143,595,310,1781.86312529,94915.0390476,2.17895818891
488,9513441.61232,36399.1760813,86,0,0,36399.1756319,9513441.6412,218.399442036
489,71018.3436249,1406.08817761,348,1510,310,1406.08838528,71018.3639478,1.63036382052
490,179169.772621,1973.40220713,296,0,0,1973.40223911,179169.765471,4.11318829551
491,51743.84375,1554.02213715,8486,0,0,1554.02220799,51743.8412627,1.18787989529
492,51226.72,1919.63785058,6035,87,310,1919.63784975,51226.7160974,1.17600828753
493,379348.817155,2702.15619967,87,1567,310,2702.15629502,379348.818323,8.70868539308
494,749874.946004,4557.47606814,144,0,0,4557.47608389,749874.984761,17.2148297583
495,10179.3,640.575385771,349,4085,310,640.575389939,10179.3014447,0.233685540909
496,9278480.63751,29707.7570598,297,1104,310,29707.7571116,9278480.65188,213.005458354
497,533054.940854,5575.40441181,88,825,310,5575.40449067,533054.962471,12.2373070408
498,43878.0958335,1519.54926421,350,634,310,1519.54938057,43878.1000055,1.00730660052
499,55174.06139,1093.9683429,6036,6041,0,1093.9683506,55174.0728195,1.26662749119
500,65222.7130551,1500.27230633,8487,1241,310,1500.2723468,65222.6949564,1.497313036
501,42038.54,1151.75145961,145,1237,310,1151.75143806,42038.5420447,0.96507599172
502,130701.402962,1537.20264094,298,1508,310,1537.20262118,130701.402692,3.00050334021
503,1170.23831292,216.894272969,89,0,0,216.894218754,1170.23563112,0.0268650209383
504,130387.270481,2370.63910741,351,589,310,2370.63925026,130387.27712,2.99329198049
505,36240.1645865,1042.89010213,6037,3188,310,1042.89010461,36240.1669471,0.831963083291
506,225315.439718,3212.07156089,90,1236,310,3212.07161751,225315.450335,5.17255168962
507,41746.0027265,1166.20620183,146,2090,310,1166.2063166,41746.0167623,0.958360508423
508,74512.2374,1463.46246821,299,4181,310,1463.46228552,74512.2345841,1.71057237452
509,4766.76004499,340.774326195,8488,2272,310,340.774288061,4766.75714623,0.109430124273
510,1203114.27694,7217.13746146,352,1026,310,7217.13776808,1203114.26535,27.6198135403
511,9196500.81274,35880.7092462,147,1022,310,35880.7099102,9196500.75474,211.123451351
512,64910.6674725,952.027106885,353,5767,0,952.027167048,64910.6769844,1.49015006033
513,48344.401181,2103.76353298,8489,0,0,2103.76372646,48344.4006427,1.10983916485
514,143020.96388,1950.21116027,6038,86,310,1950.21127769,143020.964363,3.28332269166
515,172484.130871,2028.37452264,354,1509,310,2028.37453772,172484.140101,3.95970684206
516,37174.628901,1079.65660897,148,0,0,1079.6566228,37174.6329773,0.853415557306
517,6625617.7709,30378.7658188,91,0,0,30378.7662887,6625617.72121,152.103861886
518,39986.8600115,1511.43160882,300,4382,310,1511.43169062,39986.8508202,0.917975453812
519,571020.031954,3732.38548297,355,1017,310,3732.38535902,571020.023713,13.1088684068
520,1324549.76389,8875.00589997,149,0,0,8875.00586935,1324549.77299,30.407600349
521,28101.034032,738.626092821,8490,6142,0,738.626148575,28101.0332076,0.64511353563
522,49818.3840604,1389.72654205,6039,1182,310,1389.72661631,49818.3948128,1.14367755021
523,2392113.74116,13510.3018821,301,4860,310,13510.3017342,2392113.7739,54.9155955552
524,18510.062174,1144.59508334,92,1157,310,1144.59505074,18510.0588763,0.424934180826
525,13721618.6527,49583.0959747,356,0,0,49583.0956644,13721618.6592,315.006279749
526,14838.5796467,641.126210155,93,1167,310,641.126119375,14838.5689955,0.340648033746
527,2156.946203,252.206535425,6040,1200,310,252.206520178,2156.94836325,0.049516918987
528,3097456.51466,23207.7082631,8491,101,310,23207.7080846,3097456.43494,71.1080997429
529,168219.043876,2175.12353797,150,677,310,2175.12361149,168219.041681,3.86179326352
530,315210.043009,2472.51676177,94,1090,310,2472.51672269,315210.048073,7.23625594392
